fold,net_pnl,max_dd,ssr,return_pct,trades,fees,train_ssr,days_stopped
1,533.6676597595215,-213.8998031616655,1760.122591355926,0.9784295663001844,151,775.0,117.11880444103679,0
2,569.6551322936789,-543.5168075560858,158.95179021023102,1.4016251362844991,149,800.0,174.12325678190805,0
3,-1018.7606620787019,-1256.2761116026277,72.07154377592609,0.8144323793981629,131,730.0,109.67314971536422,0
4,-937.2934722899723,-1494.9552726745383,8.19340197734127,0.22024144838142,88,440.0,91.53751446602823,0
5,476.0240936280185,-312.3070716857688,596.9031651113506,0.5186482716347622,109,560.0,36.35925757069942,0
6,132.10287094109555,-334.4362449645996,275.4032636963999,0.5150469565184603,141,725.0,28.234212650399453,0
7,1317.369136810125,-445.1993179321733,150.16498935319146,1.270419423282584,185,965.0,30.340773003295624,0
